customer_id,transaction_id,amount_inr,payment_method,status,failure_reason,customer_tenure_months,historical_success_rate,previous_failures_count,customer_lifetime_value_inr,engagement_score,churn_probability,days_since_previous_payment,recovered
CUST-00210,TX-100209,10966.41,CREDIT_CARD,FAILED,Payment method declined,38,0.9371,2,197522.13,0.6945,0.1782,45,0
CUST-00211,TX-100210,9723.27,NET_BANKING,FAILED,Network timeout,21,0.8564,6,178356.32,0.3179,0.3827,31,1
CUST-00212,TX-100211,24210.76,WALLET,FAILED,Network timeout,52,0.7537,0,85914.43,0.6443,0.2733,18,1
CUST-00213,TX-100212,18252.33,CREDIT_CARD,FAILED,Insufficient funds,6,0.9558,5,14689.15,0.273,0.3688,35,0
CUST-00214,TX-100213,5617.78,UPI,FAILED,Expired card,5,0.6328,8,186661.42,0.3714,0.5136,2,0
CUST-00215,TX-100214,17542.84,DEBIT_CARD,FAILED,Invoice payment overdue,48,0.9898,7,195000.9,0.9224,0.0528,51,1
CUST-00216,TX-100215,9311.29,NET_BANKING,FAILED,Payment method declined,25,0.7552,5,191599.1,0.4437,0.3877,13,0
CUST-00217,TX-100216,1620.03,DEBIT_CARD,FAILED,Insufficient funds,21,0.9523,5,146890.02,0.4472,0.2847,3,0
CUST-00218,TX-100217,9806.07,NET_BANKING,FAILED,Insufficient funds,27,0.6799,3,68045.06,0.4606,0.4198,71,0
CUST-00219,TX-100218,18452.92,DEBIT_CARD,FAILED,Expired card,53,0.765,7,229640.35,0.5641,0.2935,18,0
CUST-00220,TX-100219,21057.18,CREDIT_CARD,FAILED,Temporary payment authorization failure,35,0.9857,0,61701.18,0.6139,0.1847,1,0
CUST-00221,TX-100220,9643.42,WALLET,FAILED,Network timeout,46,0.6165,3,135392.06,0.5995,0.3744,62,1
CUST-00222,TX-100221,13625.58,CREDIT_CARD,FAILED,Expired card,27,0.5552,8,202511.09,0.7705,0.38,65,0
CUST-00223,TX-100222,6403.74,WALLET,FAILED,Network timeout,59,0.6289,1,102239.62,0.6143,0.3408,33,1
CUST-00224,TX-100223,24760.71,UPI,FAILED,Insufficient funds,24,0.9721,7,247960.3,0.6464,0.1991,88,1
CUST-00225,TX-100224,9740.65,CREDIT_CARD,FAILED,Payment method declined,42,0.8842,1,127465.31,0.5202,0.2616,82,1
CUST-00226,TX-100225,21520.03,WALLET,FAILED,Temporary payment authorization failure,28,0.8338,5,174610.49,0.647,0.2683,6,0
CUST-00227,TX-100226,17268.5,WALLET,FAILED,Expired card,37,0.7592,0,213354.76,0.9301,0.1952,73,1
CUST-00228,TX-100227,17961.43,CREDIT_CARD,FAILED,Payment method declined,2,0.973,2,209489.39,0.7943,0.1835,39,1
CUST-00229,TX-100228,19012.43,CREDIT_CARD,FAILED,Insufficient funds,25,0.8479,8,28933.02,0.4621,0.3303,65,1
CUST-00230,TX-100229,15539.7,NET_BANKING,FAILED,Network timeout,15,0.919,5,248183.54,0.6781,0.2322,42,1
CUST-00231,TX-100230,11080.27,WALLET,FAILED,Invoice payment overdue,32,0.6504,8,77367.97,0.9435,0.2587,85,0
CUST-00232,TX-100231,9810.0,DEBIT_CARD,FAILED,Invoice payment overdue,16,0.8638,1,6272.83,0.4117,0.3541,50,1
CUST-00233,TX-100232,2638.78,NET_BANKING,FAILED,Payment method declined,20,0.7457,4,11434.17,0.2808,0.4583,72,0
CUST-00234,TX-100233,802.35,NET_BANKING,FAILED,Payment method declined,23,0.7939,5,248218.9,0.8823,0.2162,11,0
CUST-00235,TX-100234,4652.79,UPI,FAILED,Expired card,16,0.8017,2,111495.69,0.7414,0.2729,35,1
CUST-00236,TX-100235,23633.45,NET_BANKING,FAILED,Invoice payment overdue,27,0.6819,1,38194.93,0.4853,0.4101,77,0
CUST-00237,TX-100236,9807.3,NET_BANKING,FAILED,Expired card,1,0.9675,5,164504.03,0.8649,0.1635,43,0
CUST-00238,TX-100237,17534.66,UPI,FAILED,Payment method declined,39,0.6099,5,76404.8,0.6765,0.3628,23,0
CUST-00239,TX-100238,7367.35,UPI,FAILED,Payment method declined,45,0.8285,3,249329.91,0.4575,0.3092,15,1
CUST-00240,TX-100239,18316.73,DEBIT_CARD,FAILED,Invoice payment overdue,12,0.85,8,21943.87,0.2213,0.435,57,0
CUST-00241,TX-100240,3909.89,DEBIT_CARD,FAILED,Expired card,55,0.9001,6,198323.81,0.7317,0.1572,33,0
CUST-00242,TX-100241,13592.0,NET_BANKING,FAILED,Invoice payment overdue,5,0.7476,7,176900.4,0.66,0.3495,70,0
CUST-00243,TX-100242,6581.66,UPI,FAILED,Invoice payment overdue,52,0.7862,1,245984.01,0.2864,0.3807,22,1
CUST-00244,TX-100243,11046.16,CREDIT_CARD,FAILED,Temporary payment authorization failure,44,0.8346,5,141708.39,0.9629,0.1306,34,0
CUST-00245,TX-100244,11845.05,WALLET,FAILED,Invoice payment overdue,45,0.8031,7,11017.85,0.4956,0.3098,89,1
CUST-00246,TX-100245,23546.57,UPI,FAILED,Insufficient funds,7,0.68,1,132673.13,0.2917,0.5122,40,0
CUST-00247,TX-100246,11584.96,UPI,FAILED,Temporary payment authorization failure,23,0.7595,7,213049.1,0.7704,0.2743,6,1
CUST-00248,TX-100247,18641.99,DEBIT_CARD,FAILED,Network timeout,42,0.5981,2,239823.34,0.9346,0.2739,71,0
CUST-00249,TX-100248,16604.04,CREDIT_CARD,FAILED,Payment method declined,15,0.901,2,110240.45,0.3472,0.3579,79,1
CUST-00250,TX-100249,17742.11,WALLET,FAILED,Temporary payment authorization failure,1,0.8601,3,94619.29,0.4199,0.3783,14,0
CUST-00251,TX-100250,12492.36,UPI,FAILED,Invoice payment overdue,13,0.7513,4,32986.86,0.7299,0.3097,77,0
CUST-00252,TX-100251,17796.71,WALLET,FAILED,Expired card,23,0.922,2,33876.1,0.8429,0.1596,76,1
CUST-00253,TX-100252,13015.21,WALLET,FAILED,Payment method declined,20,0.6015,5,124234.2,0.7478,0.3741,18,0
CUST-00254,TX-100253,12496.23,DEBIT_CARD,FAILED,Insufficient funds,35,0.8551,2,217052.95,0.6384,0.2479,41,0
CUST-00255,TX-100254,24113.81,NET_BANKING,FAILED,Network timeout,1,0.7632,3,210773.49,0.844,0.2832,53,1
CUST-00256,TX-100255,5902.97,UPI,FAILED,Temporary payment authorization failure,32,0.6236,0,117043.74,0.8287,0.3136,29,1
CUST-00257,TX-100256,3273.67,UPI,FAILED,Temporary payment authorization failure,48,0.8899,7,206539.68,0.6343,0.2086,70,1
CUST-00258,TX-100257,24749.51,DEBIT_CARD,FAILED,Temporary payment authorization failure,3,0.8844,7,69389.73,0.6316,0.2875,39,1
CUST-00259,TX-100258,3375.96,DEBIT_CARD,FAILED,Insufficient funds,56,0.9094,7,154514.14,0.8836,0.0972,76,0
CUST-00260,TX-100259,20431.48,WALLET,FAILED,Temporary payment authorization failure,28,0.623,2,46252.45,0.82,0.3237,45,0
CUST-00261,TX-100260,13103.17,CREDIT_CARD,FAILED,Invoice payment overdue,46,0.6788,4,230098.33,0.9524,0.2167,18,0
CUST-00262,TX-100261,3750.93,UPI,FAILED,Insufficient funds,18,0.9315,2,124917.39,0.7541,0.1937,32,0
CUST-00263,TX-100262,2350.15,NET_BANKING,FAILED,Temporary payment authorization failure,37,0.8283,6,219942.75,0.4964,0.309,66,0
CUST-00264,TX-100263,21788.24,CREDIT_CARD,FAILED,Invoice payment overdue,30,0.9681,5,213276.03,0.6597,0.1866,59,0
CUST-00265,TX-100264,20708.77,UPI,FAILED,Payment method declined,51,0.7851,3,146593.74,0.9648,0.1455,42,1
CUST-00266,TX-100265,19175.22,CREDIT_CARD,FAILED,Temporary payment authorization failure,37,0.9251,5,35438.11,0.9064,0.1123,81,1
CUST-00267,TX-100266,23971.78,DEBIT_CARD,FAILED,Insufficient funds,55,0.6195,7,219765.78,0.2005,0.4974,84,0
CUST-00268,TX-100267,16780.47,DEBIT_CARD,FAILED,Invoice payment overdue,6,0.838,4,176363.14,0.2651,0.4363,7,0
CUST-00269,TX-100268,526.61,CREDIT_CARD,FAILED,Payment method declined,15,0.7389,1,114041.38,0.7559,0.304,17,0
CUST-00270,TX-100269,10846.69,NET_BANKING,FAILED,Insufficient funds,1,0.8561,1,202459.42,0.9806,0.1843,10,1
CUST-00271,TX-100270,19449.78,DEBIT_CARD,FAILED,Insufficient funds,7,0.6879,4,164254.95,0.3083,0.5021,9,1
CUST-00272,TX-100271,4208.67,WALLET,FAILED,Payment method declined,29,0.7045,3,224665.27,0.6962,0.3205,88,1
CUST-00273,TX-100272,11020.02,DEBIT_CARD,FAILED,Insufficient funds,9,0.8811,6,152244.77,0.4777,0.3332,36,1
CUST-00274,TX-100273,16630.93,DEBIT_CARD,FAILED,Expired card,47,0.8173,0,100979.0,0.8698,0.1677,67,1
CUST-00275,TX-100274,3262.22,WALLET,FAILED,Payment method declined,42,0.574,3,246786.22,0.591,0.4075,10,0
CUST-00276,TX-100275,14425.32,WALLET,FAILED,Expired card,60,0.6892,6,246904.73,0.88,0.2129,88,0
CUST-00277,TX-100276,5785.7,NET_BANKING,FAILED,Temporary payment authorization failure,5,0.5573,1,192941.95,0.2109,0.6113,65,0
CUST-00278,TX-100277,13672.56,UPI,FAILED,Insufficient funds,28,0.8588,1,54783.39,0.706,0.2339,11,0
CUST-00279,TX-100278,16040.21,CREDIT_CARD,FAILED,Invoice payment overdue,52,0.6184,5,212384.69,0.5087,0.3952,40,0
CUST-00280,TX-100279,15501.27,UPI,FAILED,Temporary payment authorization failure,4,0.6576,6,34263.54,0.2916,0.5296,86,0
CUST-00281,TX-100280,23848.9,WALLET,FAILED,Network timeout,46,0.6104,0,196375.38,0.3294,0.4723,34,1
CUST-00282,TX-100281,1219.23,UPI,FAILED,Payment method declined,18,0.8725,1,146279.66,0.8094,0.2068,68,0
CUST-00283,TX-100282,12740.45,DEBIT_CARD,FAILED,Network timeout,5,0.7683,8,224095.76,0.4845,0.3995,48,0
CUST-00284,TX-100283,562.93,DEBIT_CARD,FAILED,Temporary payment authorization failure,44,0.868,3,41770.74,0.7852,0.1744,6,1
CUST-00285,TX-100284,22891.72,NET_BANKING,FAILED,Invoice payment overdue,60,0.9726,0,181470.54,0.6368,0.1422,29,1
CUST-00286,TX-100285,16996.48,DEBIT_CARD,FAILED,Temporary payment authorization failure,18,0.9134,5,238749.45,0.2943,0.3646,29,0
CUST-00287,TX-100286,8112.1,WALLET,FAILED,Temporary payment authorization failure,5,0.9359,4,143132.65,0.8111,0.193,59,1
CUST-00288,TX-100287,14996.43,DEBIT_CARD,FAILED,Payment method declined,20,0.8754,3,6562.58,0.5665,0.2869,70,1
CUST-00289,TX-100288,21069.56,UPI,FAILED,Temporary payment authorization failure,27,0.5605,8,185830.25,0.4737,0.4809,1,0
CUST-00290,TX-100289,10785.49,DEBIT_CARD,FAILED,Temporary payment authorization failure,20,0.5957,8,224835.43,0.9767,0.2972,36,0
CUST-00291,TX-100290,18823.54,CREDIT_CARD,FAILED,Network timeout,34,0.7317,5,23333.47,0.5622,0.3441,65,0
CUST-00292,TX-100291,6894.28,NET_BANKING,FAILED,Expired card,37,0.5774,2,115925.67,0.387,0.4853,90,1
CUST-00293,TX-100292,19368.59,DEBIT_CARD,FAILED,Temporary payment authorization failure,15,0.5829,3,104595.58,0.3075,0.5468,14,0
CUST-00294,TX-100293,11851.99,CREDIT_CARD,FAILED,Temporary payment authorization failure,35,0.7076,3,177652.68,0.557,0.3575,21,1
CUST-00295,TX-100294,17923.36,NET_BANKING,FAILED,Expired card,39,0.5677,5,205921.96,0.3172,0.5117,66,0
CUST-00296,TX-100295,14120.87,DEBIT_CARD,FAILED,Network timeout,12,0.5637,6,39249.29,0.8751,0.3637,13,0
CUST-00297,TX-100296,20680.0,CREDIT_CARD,FAILED,Expired card,1,0.5771,3,23371.86,0.3033,0.5748,75,0
CUST-00298,TX-100297,2753.48,CREDIT_CARD,FAILED,Expired card,5,0.637,7,231412.27,0.8393,0.3476,6,1
CUST-00299,TX-100298,9876.87,DEBIT_CARD,FAILED,Payment method declined,28,0.9115,6,73564.37,0.5919,0.2448,46,1
CUST-00300,TX-100299,12722.84,NET_BANKING,FAILED,Network timeout,57,0.6154,3,107712.53,0.7113,0.3176,8,1
CUST-00301,TX-100300,24855.14,CREDIT_CARD,FAILED,Network timeout,42,0.9392,8,138406.86,0.3968,0.2746,49,1
CUST-00302,TX-100301,7125.67,UPI,FAILED,Temporary payment authorization failure,32,0.7014,8,195741.88,0.4541,0.402,77,0
CUST-00303,TX-100302,19287.63,DEBIT_CARD,FAILED,Insufficient funds,4,0.9058,7,135753.94,0.6183,0.2787,13,1
CUST-00304,TX-100303,23721.16,NET_BANKING,FAILED,Network timeout,51,0.9536,0,47559.45,0.8036,0.1093,46,0
CUST-00305,TX-100304,1191.06,UPI,FAILED,Invoice payment overdue,16,0.8107,5,51117.25,0.922,0.2047,73,0
CUST-00306,TX-100305,4801.14,CREDIT_CARD,FAILED,Temporary payment authorization failure,52,0.9379,7,133979.89,0.6283,0.1776,8,1
CUST-00307,TX-100306,8848.6,UPI,FAILED,Insufficient funds,1,0.696,3,229719.92,0.8371,0.3225,8,0
CUST-00308,TX-100307,24033.69,NET_BANKING,FAILED,Expired card,50,0.5988,8,38430.66,0.8799,0.2794,76,1
CUST-00309,TX-100308,24036.22,UPI,FAILED,Invoice payment overdue,11,0.8722,6,222952.05,0.8256,0.213,23,0
CUST-00310,TX-100309,20454.13,UPI,FAILED,Payment method declined,40,0.8963,3,5440.49,0.7258,0.1863,89,1
CUST-00311,TX-100310,19385.34,CREDIT_CARD,FAILED,Network timeout,45,0.9674,6,242045.26,0.8721,0.0877,24,0
CUST-00312,TX-100311,3945.76,CREDIT_CARD,FAILED,Invoice payment overdue,15,0.8314,1,160865.76,0.94,0.1887,31,1
CUST-00313,TX-100312,6997.7,CREDIT_CARD,FAILED,Insufficient funds,6,0.9115,5,5313.88,0.5528,0.2952,45,1
CUST-00314,TX-100313,22171.52,NET_BANKING,FAILED,Payment method declined,25,0.7428,6,122474.87,0.9656,0.2118,45,1
CUST-00315,TX-100314,2305.88,UPI,FAILED,Temporary payment authorization failure,56,0.8043,3,23179.1,0.3285,0.3493,3,0
CUST-00316,TX-100315,13902.63,UPI,FAILED,Temporary payment authorization failure,11,0.9407,2,177603.64,0.7783,0.1919,77,0
CUST-00317,TX-100316,11137.91,CREDIT_CARD,FAILED,Temporary payment authorization failure,28,0.9647,2,175813.19,0.6798,0.1848,43,1
CUST-00318,TX-100317,7397.32,CREDIT_CARD,FAILED,Insufficient funds,47,0.9573,8,125282.33,0.4096,0.2518,7,0
CUST-00319,TX-100318,20685.48,WALLET,FAILED,Invoice payment overdue,4,0.7088,6,46853.89,0.2692,0.5093,62,1
CUST-00320,TX-100319,8054.66,NET_BANKING,FAILED,Payment method declined,19,0.9799,7,162257.26,0.8666,0.1261,63,1
CUST-00321,TX-100320,11421.49,NET_BANKING,FAILED,Expired card,25,0.6313,6,143240.41,0.4918,0.439,60,0
CUST-00322,TX-100321,8922.89,NET_BANKING,FAILED,Network timeout,10,0.881,1,99840.99,0.2677,0.4051,76,1
CUST-00323,TX-100322,23440.86,DEBIT_CARD,FAILED,Network timeout,34,0.7342,8,214215.26,0.7428,0.2795,61,1
CUST-00324,TX-100323,17099.6,DEBIT_CARD,FAILED,Network timeout,3,0.7709,8,237520.06,0.8324,0.2797,16,1
CUST-00325,TX-100324,10872.69,NET_BANKING,FAILED,Invoice payment overdue,11,0.9778,3,209356.49,0.2997,0.339,26,0
CUST-00326,TX-100325,14130.92,UPI,FAILED,Network timeout,17,0.6907,1,8029.13,0.2688,0.4977,36,0
CUST-00327,TX-100326,3256.71,DEBIT_CARD,FAILED,Insufficient funds,45,0.8241,8,235214.25,0.8175,0.1856,73,0
CUST-00328,TX-100327,21753.14,NET_BANKING,FAILED,Expired card,60,0.5965,1,154195.73,0.8207,0.2847,34,0
CUST-00329,TX-100328,15412.05,NET_BANKING,FAILED,Invoice payment overdue,3,0.6258,6,174175.87,0.3136,0.5411,5,0
CUST-00330,TX-100329,995.71,UPI,FAILED,Expired card,4,0.8781,4,172788.75,0.9087,0.1923,36,0
CUST-00331,TX-100330,11356.21,UPI,FAILED,Expired card,56,0.6503,4,113220.57,0.9696,0.2096,54,1
CUST-00332,TX-100331,21746.13,WALLET,FAILED,Temporary payment authorization failure,59,0.9125,7,103829.36,0.8,0.1198,21,0
CUST-00333,TX-100332,21941.92,CREDIT_CARD,FAILED,Insufficient funds,50,0.9246,0,93291.9,0.3373,0.2901,32,1
CUST-00334,TX-100333,16067.54,CREDIT_CARD,FAILED,Temporary payment authorization failure,13,0.6706,7,48508.01,0.599,0.3999,31,0
CUST-00335,TX-100334,4506.08,CREDIT_CARD,FAILED,Expired card,56,0.7588,8,214186.23,0.4763,0.3226,37,1
CUST-00336,TX-100335,17103.53,NET_BANKING,FAILED,Expired card,50,0.9746,3,193055.32,0.7114,0.1316,66,0
CUST-00337,TX-100336,15227.98,DEBIT_CARD,FAILED,Temporary payment authorization failure,1,0.7586,2,179621.42,0.7114,0.3321,33,0
CUST-00338,TX-100337,21363.86,UPI,FAILED,Payment method declined,46,0.8328,6,206956.15,0.9074,0.1477,28,0
CUST-00339,TX-100338,16727.71,WALLET,FAILED,Expired card,26,0.8072,0,172681.22,0.6041,0.3013,83,1
CUST-00340,TX-100339,21606.54,UPI,FAILED,Expired card,31,0.5781,4,225423.33,0.7061,0.3832,25,0
CUST-00341,TX-100340,17178.52,CREDIT_CARD,FAILED,Invoice payment overdue,52,0.9272,6,227193.33,0.7218,0.1507,84,1
CUST-00342,TX-100341,24871.47,UPI,FAILED,Insufficient funds,26,0.7208,0,121555.12,0.6606,0.329,29,0
CUST-00343,TX-100342,21095.65,DEBIT_CARD,FAILED,Network timeout,43,0.7077,4,68369.7,0.8679,0.2353,38,1
CUST-00344,TX-100343,22539.98,CREDIT_CARD,FAILED,Invoice payment overdue,52,0.796,2,80235.89,0.9481,0.1437,29,0
CUST-00345,TX-100344,7704.25,NET_BANKING,FAILED,Temporary payment authorization failure,51,0.9402,5,236353.74,0.4058,0.2559,7,1
CUST-00346,TX-100345,21753.69,WALLET,FAILED,Payment method declined,5,0.7578,3,41940.72,0.5954,0.3665,39,0
CUST-00347,TX-100346,21628.65,CREDIT_CARD,FAILED,Insufficient funds,13,0.7008,7,81786.45,0.3131,0.4833,63,0
CUST-00348,TX-100347,19451.79,DEBIT_CARD,FAILED,Network timeout,4,0.5521,4,36704.46,0.3654,0.5618,63,0
CUST-00349,TX-100348,12196.31,CREDIT_CARD,FAILED,Temporary payment authorization failure,28,0.8287,6,8448.89,0.5389,0.3089,69,1
CUST-00350,TX-100349,17080.33,DEBIT_CARD,FAILED,Invoice payment overdue,21,0.883,8,36588.05,0.3506,0.3566,29,1
CUST-00351,TX-100350,20684.17,UPI,FAILED,Expired card,25,0.7715,4,87769.61,0.3319,0.4178,59,0
CUST-00352,TX-100351,22583.9,DEBIT_CARD,FAILED,Expired card,57,0.8522,2,103830.95,0.4708,0.2715,22,0
CUST-00353,TX-100352,1036.88,DEBIT_CARD,FAILED,Network timeout,15,0.6487,2,14154.04,0.3668,0.4898,16,0
CUST-00354,TX-100353,15051.14,CREDIT_CARD,FAILED,Temporary payment authorization failure,57,0.8317,8,33368.51,0.6923,0.2053,84,1
CUST-00355,TX-100354,17695.77,CREDIT_CARD,FAILED,Insufficient funds,29,0.7173,8,132475.76,0.3997,0.4173,39,1
CUST-00356,TX-100355,22516.24,WALLET,FAILED,Network timeout,40,0.8165,2,126946.07,0.5309,0.2984,16,0
CUST-00357,TX-100356,24341.43,NET_BANKING,FAILED,Expired card,39,0.6379,4,228037.37,0.8569,0.2842,38,0
CUST-00358,TX-100357,812.36,CREDIT_CARD,FAILED,Temporary payment authorization failure,45,0.9606,5,27070.26,0.3853,0.2618,74,1
CUST-00359,TX-100358,16286.25,UPI,FAILED,Payment method declined,33,0.583,1,47801.94,0.9148,0.3042,34,1
CUST-00360,TX-100359,8161.32,CREDIT_CARD,FAILED,Invoice payment overdue,3,0.925,5,7369.72,0.8333,0.1946,13,0
CUST-00361,TX-100360,22415.93,UPI,FAILED,Network timeout,9,0.8419,2,32888.84,0.4596,0.3611,12,1
CUST-00362,TX-100361,17402.61,NET_BANKING,FAILED,Payment method declined,26,0.9734,4,37465.34,0.8602,0.1202,84,1
CUST-00363,TX-100362,22825.06,WALLET,FAILED,Payment method declined,47,0.5758,2,195895.25,0.2819,0.5063,87,0
CUST-00364,TX-100363,12459.01,NET_BANKING,FAILED,Payment method declined,40,0.5627,2,8028.25,0.5816,0.4203,6,0
CUST-00365,TX-100364,16911.19,WALLET,FAILED,Expired card,56,0.8483,3,111047.74,0.9725,0.0997,67,1
CUST-00366,TX-100365,16214.41,WALLET,FAILED,Insufficient funds,47,0.6594,5,43447.21,0.7243,0.3055,79,0
CUST-00367,TX-100366,2334.2,UPI,FAILED,Payment method declined,55,0.7565,7,129197.69,0.8868,0.1819,31,1
CUST-00368,TX-100367,2431.35,WALLET,FAILED,Payment method declined,36,0.8331,6,82435.07,0.8455,0.1859,58,0
CUST-00369,TX-100368,10602.29,WALLET,FAILED,Network timeout,32,0.8779,0,240976.96,0.2811,0.3654,1,0
CUST-00370,TX-100369,16537.6,UPI,FAILED,Payment method declined,41,0.684,8,211857.77,0.6442,0.33,47,0
CUST-00371,TX-100370,9400.72,CREDIT_CARD,FAILED,Payment method declined,22,0.7965,7,88632.49,0.7662,0.2571,13,1
CUST-00372,TX-100371,9660.31,CREDIT_CARD,FAILED,Temporary payment authorization failure,54,0.8288,4,186915.17,0.6327,0.2327,22,0
CUST-00373,TX-100372,23290.3,DEBIT_CARD,FAILED,Payment method declined,27,0.5971,3,87793.72,0.3482,0.5047,59,1
CUST-00374,TX-100373,11537.36,WALLET,FAILED,Invoice payment overdue,49,0.7324,1,134939.27,0.81,0.232,65,0
CUST-00375,TX-100374,12331.83,DEBIT_CARD,FAILED,Network timeout,4,0.7934,6,36453.54,0.8627,0.255,89,0
CUST-00376,TX-100375,9924.23,DEBIT_CARD,FAILED,Network timeout,25,0.8393,5,77072.52,0.5982,0.2873,36,1
CUST-00377,TX-100376,22217.7,UPI,FAILED,Network timeout,52,0.6087,6,185520.57,0.676,0.3419,90,1
CUST-00378,TX-100377,18002.42,UPI,FAILED,Invoice payment overdue,36,0.8283,3,243918.98,0.3657,0.3564,87,0
CUST-00379,TX-100378,19138.99,NET_BANKING,FAILED,Network timeout,12,0.7717,5,107282.09,0.7612,0.2891,75,0
CUST-00380,TX-100379,21258.88,WALLET,FAILED,Temporary payment authorization failure,48,0.9433,8,169212.27,0.4259,0.2521,14,1
CUST-00381,TX-100380,17243.06,CREDIT_CARD,FAILED,Insufficient funds,13,0.6675,2,137587.16,0.977,0.2693,89,1
CUST-00382,TX-100381,17050.39,DEBIT_CARD,FAILED,Network timeout,23,0.9082,1,197155.26,0.6867,0.2218,83,1
CUST-00383,TX-100382,9995.09,UPI,FAILED,Invoice payment overdue,52,0.8563,0,54756.37,0.9319,0.1162,71,0
CUST-00384,TX-100383,22831.42,UPI,FAILED,Invoice payment overdue,56,0.8936,7,195155.95,0.8557,0.1157,76,0
CUST-00385,TX-100384,2324.49,WALLET,FAILED,Insufficient funds,13,0.6794,2,141366.66,0.9769,0.2627,16,0
CUST-00386,TX-100385,11925.12,CREDIT_CARD,FAILED,Insufficient funds,9,0.6208,4,194546.93,0.2045,0.572,20,0
CUST-00387,TX-100386,14530.59,CREDIT_CARD,FAILED,Expired card,41,0.8209,4,132548.54,0.5875,0.2745,41,0
CUST-00388,TX-100387,10383.72,DEBIT_CARD,FAILED,Expired card,51,0.7723,6,76925.72,0.629,0.2701,28,1
CUST-00389,TX-100388,20680.37,CREDIT_CARD,FAILED,Invoice payment overdue,49,0.822,7,226601.63,0.9873,0.1207,15,1
CUST-00390,TX-100389,17222.51,NET_BANKING,FAILED,Expired card,40,0.9542,3,74293.1,0.9575,0.0734,15,1
CUST-00391,TX-100390,12964.02,CREDIT_CARD,FAILED,Payment method declined,59,0.7774,5,130904.2,0.6063,0.2619,38,1
CUST-00392,TX-100391,15859.86,DEBIT_CARD,FAILED,Insufficient funds,7,0.6237,8,136749.78,0.6212,0.4279,88,1
CUST-00393,TX-100392,23523.9,DEBIT_CARD,FAILED,Invoice payment overdue,45,0.9366,6,26442.62,0.7108,0.1611,4,1
CUST-00394,TX-100393,14586.58,UPI,FAILED,Insufficient funds,4,0.6283,4,111091.13,0.6409,0.4235,53,0
CUST-00395,TX-100394,16214.86,CREDIT_CARD,FAILED,Network timeout,2,0.7214,1,92636.53,0.6225,0.382,75,0
CUST-00396,TX-100395,7397.18,NET_BANKING,FAILED,Payment method declined,33,0.5967,4,43299.25,0.6792,0.3791,51,1
CUST-00397,TX-100396,21311.95,DEBIT_CARD,FAILED,Expired card,15,0.61,6,199779.19,0.8294,0.3492,39,0
CUST-00398,TX-100397,14099.21,CREDIT_CARD,FAILED,Temporary payment authorization failure,47,0.8351,0,139143.74,0.6373,0.2393,1,1
CUST-00399,TX-100398,22687.89,DEBIT_CARD,FAILED,Network timeout,6,0.6841,5,66921.74,0.3673,0.4852,21,0
CUST-00400,TX-100399,23343.06,NET_BANKING,FAILED,Network timeout,8,0.6298,0,21503.88,0.8726,0.3349,83,1
CUST-00401,TX-100400,9249.89,DEBIT_CARD,FAILED,Invoice payment overdue,7,0.6369,7,52407.15,0.9517,0.3049,13,1
CUST-00402,TX-100401,4233.68,UPI,FAILED,Network timeout,32,0.7483,4,81737.62,0.7478,0.2734,41,1
CUST-00403,TX-100402,9307.41,UPI,FAILED,Invoice payment overdue,51,0.6475,6,79840.59,0.4186,0.4124,62,0
CUST-00404,TX-100403,21538.48,WALLET,FAILED,Insufficient funds,36,0.5979,1,23733.28,0.865,0.3084,26,0
CUST-00405,TX-100404,20409.74,NET_BANKING,FAILED,Network timeout,5,0.9425,8,68851.0,0.699,0.2286,76,1
CUST-00406,TX-100405,4141.51,DEBIT_CARD,FAILED,Payment method declined,58,0.9894,7,118851.78,0.7166,0.1084,76,1
CUST-00407,TX-100406,16735.62,DEBIT_CARD,FAILED,Network timeout,33,0.5898,5,143757.53,0.5967,0.4118,66,1
CUST-00408,TX-100407,12345.83,CREDIT_CARD,FAILED,Expired card,37,0.8401,2,69767.49,0.7814,0.2028,29,1
CUST-00409,TX-100408,19890.78,NET_BANKING,FAILED,Payment method declined,15,0.5688,3,163888.56,0.6091,0.449,59,1
CUST-00410,TX-100409,7200.64,UPI,FAILED,Invoice payment overdue,7,0.8596,8,165150.45,0.7005,0.2704,75,1
CUST-00411,TX-100410,9720.06,WALLET,FAILED,Insufficient funds,24,0.8086,1,124281.08,0.6082,0.3024,52,0
CUST-00412,TX-100411,3904.72,DEBIT_CARD,FAILED,Insufficient funds,31,0.9404,0,41808.9,0.5965,0.2223,10,1
CUST-00413,TX-100412,10658.04,CREDIT_CARD,FAILED,Expired card,11,0.7094,1,149743.77,0.7223,0.3387,62,0
CUST-00414,TX-100413,3633.19,DEBIT_CARD,FAILED,Network timeout,42,0.9167,0,145205.98,0.3925,0.2884,18,1
CUST-00415,TX-100414,10433.68,CREDIT_CARD,FAILED,Network timeout,4,0.6232,2,58065.39,0.6081,0.4377,85,0
CUST-00416,TX-100415,20843.91,DEBIT_CARD,FAILED,Network timeout,39,0.9868,7,166613.94,0.3347,0.2751,75,1
CUST-00417,TX-100416,15115.07,DEBIT_CARD,FAILED,Temporary payment authorization failure,17,0.6238,5,54575.39,0.9287,0.3035,49,1
CUST-00418,TX-100417,15335.02,NET_BANKING,FAILED,Insufficient funds,56,0.9501,6,135200.34,0.8529,0.0856,79,0
